HSPF_BLOCK,HSPF_TABLE,PARAMETER_NAME,TYPE,START,STOP,DEFAULT_TEXT,DEFAULT_METR,MIN_METR,MAX_METR,DEFAULT_ENGL,MIN_ENGL,MAX_ENGL,VALID,PARAMETER_HELP
BMPRAC,ACID-FLAG,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,ACID-FLAG,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,ACID-FLAG,NACID,int,10,15,,0,0,7,0,0,7,,*** Number of chemicals used in acid mine drainage section ACIDPH.
BMPRAC,ACID-FLAG,ACIFFG1,int,15,20,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for acid mine chemical
*** #1 is constant, given in ACID-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,ACID-FLAG,ACIFFG2,int,20,25,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for acid mine chemical
*** #2 is constant, given in ACID-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,ACID-FLAG,ACIFFG3,int,25,30,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for acid mine chemical
*** #3 is constant, given in ACID-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,ACID-FLAG,ACIFFG4,int,30,35,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for acid mine chemical
*** #4 is constant, given in ACID-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,ACID-FLAG,ACIFFG5,int,35,40,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for acid mine chemical
*** #5 is constant, given in ACID-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,ACID-FLAG,ACIFFG6,int,40,45,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for acid mine chemical
*** #6 is constant, given in ACID-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,ACID-FLAG,ACIFFG7,int,45,50,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for acid mine chemical
*** #7 is constant, given in ACID-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,ACID-FRAC,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,ACID-FRAC,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,ACID-FRAC,ACIFRC1,float,10,20,,0,0,1,0,0,1,,*** ACIFRC(1) is the BMP removal fraction for acid mine chemical #1.
BMPRAC,ACID-FRAC,ACIFRC2,float,20,30,,0,0,1,0,0,1,,*** ACIFRC(2) is the BMP removal fraction for acid mine chemical #2.
BMPRAC,ACID-FRAC,ACIFRC3,float,30,40,,0,0,1,0,0,1,,*** ACIFRC(3) is the BMP removal fraction for acid mine chemical #3.
BMPRAC,ACID-FRAC,ACIFRC4,float,40,50,,0,0,1,0,0,1,,*** ACIFRC(4) is the BMP removal fraction for acid mine chemical #4.
BMPRAC,ACID-FRAC,ACIFRC5,float,50,60,,0,0,1,0,0,1,,*** ACIFRC(5) is the BMP removal fraction for acid mine chemical #5.
BMPRAC,ACID-FRAC,ACIFRC6,float,60,70,,0,0,1,0,0,1,,*** ACIFRC(6) is the BMP removal fraction for acid mine chemical #6.
BMPRAC,ACID-FRAC,ACIFRC7,float,70,80,,0,0,1,0,0,1,,*** ACIFRC(7) is the BMP removal fraction for acid mine chemical #7.
BMPRAC,ADSNUT-FRAC,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,ADSNUT-FRAC,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,ADSNUT-FRAC,SNUFRC1,float,10,20,,0,0,1,0,0,1,,*** SNUFRC(1) is the BMP removal fraction for ammonia adsorbed to sand.
BMPRAC,ADSNUT-FRAC,SNUFRC2,float,20,30,,0,0,1,0,0,1,,*** SNUFRC(2) is the BMP removal fraction for ammonia adsorbed to silt.
BMPRAC,ADSNUT-FRAC,SNUFRC3,float,30,40,,0,0,1,0,0,1,,*** SNUFRC(3) is the BMP removal fraction for ammonia adsorbed to clay.
BMPRAC,ADSNUT-FRAC,SNUFRC4,float,40,50,,0,0,1,0,0,1,,"*** SNUFRC(4) is the BMP removal fraction for phosphate adsorbed to
*** sand."
BMPRAC,ADSNUT-FRAC,SNUFRC5,float,50,60,,0,0,1,0,0,1,,"*** SNUFRC(5) is the BMP removal fraction for phosphate adsorbed to
*** silt."
BMPRAC,ADSNUT-FRAC,SNUFRC6,float,60,70,,0,0,1,0,0,1,,"*** SNUFRC(6) is the BMP removal fraction for phosphate adsorbed to
*** clay."
BMPRAC,BINARY-INFO,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,BINARY-INFO,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,BINARY-INFO,FLOWPR,int,10,15,,4,2,6,4,2,6,,*** Output level for flow.
BMPRAC,BINARY-INFO,CONSPR,int,15,20,,4,2,6,4,2,6,,*** Output level for conservatives.
BMPRAC,BINARY-INFO,HEATPR,int,20,25,,4,2,6,4,2,6,,*** Output level for heat.
BMPRAC,BINARY-INFO,SEDPR,int,25,30,,4,2,6,4,2,6,,*** Output level for sediment.
BMPRAC,BINARY-INFO,GQPR,int,30,35,,4,2,6,4,2,6,,*** Output level for general quals.
BMPRAC,BINARY-INFO,OXRXPR,int,35,40,,4,2,6,4,2,6,,*** Output level for oxygen components.
BMPRAC,BINARY-INFO,NUTPR,int,40,45,,4,2,6,4,2,6,,*** Output level for nutrients.
BMPRAC,BINARY-INFO,PLNKPR,int,45,50,,4,2,6,4,2,6,,*** Output level for plankton components.
BMPRAC,BINARY-INFO,PHPR,int,50,55,,4,2,6,4,2,6,,*** Output level for pH and inorganic carbon.
BMPRAC,BINARY-INFO,PIVL,int,55,60,,1,1,1440,1,1,1440,,"*** A value need only be supplied for PIVL if one or more sections have an
*** output level of 2. For those sections, output will occur every PIVL
*** intervals (that is, every PDELT=PIVL*DELT mins). PIVL must be chosen
*** such that there are an integer no. of PDELT periods in a day."
BMPRAC,BINARY-INFO,PYREND,int,60,65,,9,1,12,9,1,12,,"*** PYREND is the calendar month which will terminate the year for output
*** purposes. Thus, the annual summary can reflect the situation over the
*** past water year or the past calendar year, etc."
BMPRAC,CONS-FLAG,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,CONS-FLAG,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,CONS-FLAG,CONFFG1,int,10,15,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for conservative
*** constituent #1 is constant, given in CONS-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,CONS-FLAG,CONFFG2,int,15,20,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for conservative
*** constituent #2 is constant, given in CONS-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,CONS-FLAG,CONFFG3,int,20,25,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for conservative
*** constituent #3 is constant, given in CONS-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,CONS-FLAG,CONFFG4,int,25,30,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for conservative
*** constituent #4 is constant, given in CONS-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,CONS-FLAG,CONFFG5,int,30,35,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for conservative
*** constituent #5 is constant, given in CONS-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,CONS-FLAG,CONFFG6,int,35,40,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for conservative
*** constituent #6 is constant, given in CONS-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,CONS-FLAG,CONFFG7,int,40,45,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for conservative
*** constituent #7 is constant, given in CONS-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,CONS-FLAG,CONFFG8,int,45,50,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for conservative
*** constituent #8 is constant, given in CONS-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,CONS-FLAG,CONFFG9,int,50,55,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for conservative
*** constituent #9 is constant, given in CONS-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,CONS-FLAG,CONFFG10,int,55,60,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for conservative
*** constituent #10 is constant, given in CONS-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,CONS-FRAC,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,CONS-FRAC,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,CONS-FRAC,CONID,string,10,30,,,,,,,,,"*** Any string of up to 20 characters may be supplied as the name of the
*** conservative constituent."
BMPRAC,CONS-FRAC,CQTYID,string,32,40,,,,,,,,,"*** CQTYID is a string of up to 8 characters which specifies the units in
*** which the inflows and outflows of constituent will be expressed, eg
*** ""kg""."
BMPRAC,CONS-FRAC,CONFRC,float,40,50,,0,0,1,0,0,1,,*** CONFRC(*) is the BMP removal fraction for this conservative constituent.
BMPRAC,DNUT-FRAC,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,DNUT-FRAC,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,DNUT-FRAC,DNUFRC1,float,10,20,,0,0,1,0,0,1,,*** DNUFRC(1) is the BMP removal fraction for dissolved nitrate.
BMPRAC,DNUT-FRAC,DNUFRC2,float,20,30,,0,0,1,0,0,1,,*** DNUFRC(2) is the BMP removal fraction for dissolved total ammonia.
BMPRAC,DNUT-FRAC,DNUFRC3,float,30,40,,0,0,1,0,0,1,,*** DNUFRC(3) is the BMP removal fraction for dissolved nitrite.
BMPRAC,DNUT-FRAC,DNUFRC4,float,40,50,,0,0,1,0,0,1,,*** DNUFRC(4) is the BMP removal fraction for dissolved orthophosphate.
BMPRAC,FLOW-FLAG,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,FLOW-FLAG,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,FLOW-FLAG,VOLFFG,int,10,15,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for flow is constant,
*** given in FLOW-FRAC. A value greater than 0 indicates the index number of
*** the MONTH-DATA block to be used to specify the monthly removal
*** factors."
BMPRAC,FLOW-FRAC,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,FLOW-FRAC,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,FLOW-FRAC,VOLFRC,float,10,20,,0,0,1,0,0,1,,*** VOLFRC is the BMP removal fraction for flow.
BMPRAC,GEN-INFO,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,GEN-INFO,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,GEN-INFO,BMPID,string,10,30,,,,,,,,,"*** Any string of up to 20 characters may be supplied as the identifier for
*** a BMPRAC."
BMPRAC,GEN-INFO,BMPTYP,int,30,35,,1,1,1,1,1,1,,"*** BMPTYP is the type of BMP implementation. 1 means simple removal
*** fractions. No other type is currently supported."
BMPRAC,GEN-INFO,NCONS,int,35,40,,0,0,10,0,0,10,,*** NCONS is the number of conservative constituents simulated.
BMPRAC,GEN-INFO,NGQUAL,int,40,45,,0,0,3,0,0,3,,"*** NGQUAL is the number of generalized constituents (quals) being
*** simulated."
BMPRAC,GEN-INFO,IUNITS,int,50,55,,1,1,2,1,1,2,,"*** IUNITS indicates the system of units for data in the input time series;
*** 1 means English units, 2 means Metric units."
BMPRAC,GEN-INFO,OUNITS,int,55,60,,1,1,2,1,1,2,,"*** OUNITS indicates the system of units for data in the output time series;
*** 1 means English units, 2 means Metric units."
BMPRAC,GEN-INFO,PUNITE,int,60,65,,0,0,99,0,0,99,,"*** PUNIT(1) indicates the destinations of printout in English units. A
*** value 0 means no printout is required in English units. A non-zero value
*** means printout is required in English units and the value is the Fortran
*** unit no. of the file to which the printout is to be written. Note that
*** printout for each BMP can be obtained in either the English or Metric
*** systems, or both (irrespective of the system used to supply the
*** inputs)."
BMPRAC,GEN-INFO,PUNITM,int,65,70,,0,0,99,0,0,99,,"*** PUNIT(2) indicates the destinations of printout in Metric units. A value
*** 0 means no printout is required in Metric units. A non-zero value means
*** printout is required in Metric units and the value is the Fortran unit
*** no. of the file to which the printout is to be written. Note that
*** printout for each BMP can be obtained in either the English or Metric
*** systems, or both (irrespective of the system used to supply the
*** inputs)."
BMPRAC,GEN-INFO,BUNITE,int,70,75,,0,0,99,0,0,99,,"*** BUNIT(1) indicates the destinations of output in English units. A value
*** 0 means no output is required in English units. A non-zero value means
*** output is required in English units and the value is the Fortran unit
*** no. of the file to which the output is to be written. Note that output
*** for each BMP can be obtained in either the English or Metric systems, or
*** both (irrespective of the system used to supply the inputs)."
BMPRAC,GEN-INFO,BUNITM,int,75,80,,0,0,99,0,0,99,,"*** BUNIT(2) indicates the destinations of output in Metric units. A value 0
*** means no output is required in Metric units. A non-zero value means
*** output is required in Metric units and the value is the Fortran unit no.
*** of the file to which the output is to be written. Note that output for
*** each BMP can be obtained in either the English or Metric systems, or
*** both (irrespective of the system used to supply the inputs)."
BMPRAC,GQ-FLAG,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,GQ-FLAG,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,GQ-FLAG,GQFFG1,int,10,15,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for qual #1 in solution
*** is constant, given in GQ-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,GQ-FLAG,GQFFG2,int,15,20,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for qual #1 adsorbed to
*** sand is constant, given in GQ-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,GQ-FLAG,GQFFG3,int,20,25,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for qual #1 adsorbed to
*** silt is constant, given in GQ-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,GQ-FLAG,GQFFG4,int,25,30,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for qual #1 adsorbed to
*** clay is constant, given in GQ-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,GQ-FLAG,GQFFG5,int,30,35,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for qual #2 in solution
*** is constant, given in GQ-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,GQ-FLAG,GQFFG6,int,35,40,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for qual #2 adsorbed to
*** sand is constant, given in GQ-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,GQ-FLAG,GQFFG7,int,40,45,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for qual #2 adsorbed to
*** silt is constant, given in GQ-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,GQ-FLAG,GQFFG8,int,45,50,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for qual #2 adsorbed to
*** clay is constant, given in GQ-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,GQ-FLAG,GQFFG9,int,50,55,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for qual #3 in solution
*** is constant, given in GQ-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,GQ-FLAG,GQFFG10,int,55,60,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for qual #3 adsorbed to
*** sand is constant, given in GQ-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,GQ-FLAG,GQFFG11,int,60,65,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for qual #3 adsorbed to
*** silt is constant, given in GQ-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,GQ-FLAG,GQFFG12,int,65,70,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for qual #3 adsorbed to
*** clay is constant, given in GQ-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,GQ-FRAC,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,GQ-FRAC,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,GQ-FRAC,GQID,string,10,28,,,,,,,,,"*** Any string of up to 20 characters may be supplied as the name of the
*** generalized quality constituent."
BMPRAC,GQ-FRAC,GQTYID,string,30,38,,,,,,,,,"*** GQTYID is a string of up to 8 characters which specifies the units in
*** which the inflows and outflows of the qual will be expressed, eg
*** ""kg""."
BMPRAC,GQ-FRAC,GQDFRC,float,38,48,,0,0,1,0,0,1,,*** GQDFRC is the BMP removal fraction for this qual in solution.
BMPRAC,GQ-FRAC,GQSFRC1,float,48,58,,0,0,1,0,0,1,,"*** GQSFRC(1,*) is the BMP removal fraction for this qual adsorbed to
*** sand."
BMPRAC,GQ-FRAC,GQSFRC2,float,58,68,,0,0,1,0,0,1,,"*** GQSFRC(2,*) is the BMP removal fraction for this qual adsorbed to
*** silt."
BMPRAC,GQ-FRAC,GQSFRC3,float,68,78,,0,0,1,0,0,1,,"*** GQSFRC(3,*) is the BMP removal fraction for this qual adsorbed to
*** clay."
BMPRAC,HEAT-FLAG,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,HEAT-FLAG,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,HEAT-FLAG,HTFFG,int,10,15,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for heat is constant,
*** given in HEAT-FRAC. A value greater than 0 indicates the index number of
*** the MONTH-DATA block to be used to specify the monthly removal
*** factors."
BMPRAC,HEAT-FRAC,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,HEAT-FRAC,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,HEAT-FRAC,HTFRC,float,10,20,,0,0,1,0,0,1,,*** HTFRC is the removal fraction for heat.
BMPRAC,NUT-FLAG,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,NUT-FLAG,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,NUT-FLAG,NUTFFG1,int,10,15,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for nitrate is
*** constant, given in DNUT-FRAC. A value greater than 0 indicates the index
*** number of the MONTH-DATA block to be used to specify the monthly removal
*** factors."
BMPRAC,NUT-FLAG,NUTFFG2,int,15,20,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for dissolved ammonia
*** is constant, given in DNUT-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,NUT-FLAG,NUTFFG3,int,20,25,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for nitrite is
*** constant, given in DNUT-FRAC. A value greater than 0 indicates the index
*** number of the MONTH-DATA block to be used to specify the monthly removal
*** factors."
BMPRAC,NUT-FLAG,NUTFFG4,int,25,30,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for dissolved phosphate
*** is constant, given in DNUT-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,NUT-FLAG,NUTFFG5,int,30,35,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for ammonia adsorbed to
*** sand is constant, given in ADSNUT-FRAC. A value greater than 0 indicates
*** the index number of the MONTH-DATA block to be used to specify the
*** monthly removal factors."
BMPRAC,NUT-FLAG,NUTFFG6,int,35,40,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for ammonia adsorbed to
*** silt is constant, given in ADSNUT-FRAC. A value greater than 0 indicates
*** the index number of the MONTH-DATA block to be used to specify the
*** monthly removal factors."
BMPRAC,NUT-FLAG,NUTFFG7,int,40,45,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for ammonia adsorbed to
*** clay is constant, given in ADSNUT-FRAC. A value greater than 0 indicates
*** the index number of the MONTH-DATA block to be used to specify the
*** monthly removal factors."
BMPRAC,NUT-FLAG,NUTFFG8,int,45,50,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for phosphate adsorbed
*** to sand is constant, given in ADSNUT-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,NUT-FLAG,NUTFFG9,int,50,55,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for phosphate adsorbed
*** to silt is constant, given in ADSNUT-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,NUT-FLAG,NUTFFG10,int,55,60,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for phosphate adsorbed
*** to clay is constant, given in ADSNUT-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,OXY-FLAG,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,OXY-FLAG,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,OXY-FLAG,OXFFG1,int,10,15,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for dissolved oxygen is
*** constant, given in OXY-FRAC. A value greater than 0 indicates the index
*** number of the MONTH-DATA block to be used to specify the monthly removal
*** factors."
BMPRAC,OXY-FLAG,OXFFG2,int,15,20,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for biochemical oxygen
*** demand is constant, given in OXY-FRAC. A value greater than 0 indicates
*** the index number of the MONTH-DATA block to be used to specify the
*** monthly removal factors."
BMPRAC,OXY-FRAC,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,OXY-FRAC,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,OXY-FRAC,OXYFRC1,float,10,20,,0,0,1,0,0,1,,*** OXYFRC(1) is the BMP removal fraction for dissolved oxygen.
BMPRAC,OXY-FRAC,OXYFRC2,float,20,30,,0,0,1,0,0,1,,*** OXYFRC(2) is the BMP removal fraction for biochemical oxygen demand.
BMPRAC,PH-FLAG,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,PH-FLAG,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,PH-FLAG,PHFFG1,int,10,15,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for total inorganic
*** carbon is constant, given in PH-FRAC. A value greater than 0 indicates
*** the index number of the MONTH-DATA block to be used to specify the
*** monthly removal factors."
BMPRAC,PH-FLAG,PHFFG2,int,15,20,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for dissolved carbon
*** dioxide is constant, given in PH-FRAC. A value greater than 0 indicates
*** the index number of the MONTH-DATA block to be used to specify the
*** monthly removal factors."
BMPRAC,PH-FRAC,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,PH-FRAC,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,PH-FRAC,PHFRC1,float,10,20,,0,0,1,0,0,1,,*** PHFRC(1) is the BMP removal fraction for total inorganic carbon.
BMPRAC,PH-FRAC,PHFRC2,float,20,30,,0,0,1,0,0,1,,*** PHFRC(2) is the BMP removal fraction for dissolved carbon dioxide.
BMPRAC,PLANK-FLAG,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,PLANK-FLAG,OPNIDLAST,int,5,10,,,1,,,1,,,*** BMPRAC to which these data apply.
BMPRAC,PLANK-FLAG,PLKFFG1,int,10,15,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for phytoplankton is
*** constant, given in PLANK-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,PLANK-FLAG,PLKFFG2,int,15,20,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for zooplankton is
*** constant, given in PLANK-FRAC. A value greater than 0 indicates the
*** index number of the MONTH-DATA block to be used to specify the monthly
*** removal factors."
BMPRAC,PLANK-FLAG,PLKFFG3,int,20,25,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for dead refractory
*** organic nitrogen is constant, given in PLANK-FRAC. A value greater than
*** 0 indicates the index number of the MONTH-DATA block to be used to
*** specify the monthly removal factors."
BMPRAC,PLANK-FLAG,PLKFFG4,int,25,30,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for dead refractory
*** organic phosphorus is constant, given in PLANK-FRAC. A value greater
*** than 0 indicates the index number of the MONTH-DATA block to be used to
*** specify the monthly removal factors."
BMPRAC,PLANK-FLAG,PLKFFG5,int,30,35,,0,0,999,0,0,999,,"*** Value of 0 indicates that the BMP removal factor for dead refractory
*** organic carbon is constant, given in PLANK-FRAC. A value greater than 0
*** indicates the index number of the MONTH-DATA block to be used to specify
*** the monthly removal factors."
BMPRAC,PLANK-FRAC,OPNID,int,0,5,,,1,,,1,,,*** BMPRAC to which these data apply.
